Point_ID,Input_1,Input_2,Input_3,Input_4,Input_5,Input_6,Input_7,Input_8,Input_9,Input_10,Input_11,Input_12,Input_13,Input_14
26767,6168.7500,-0.1113,-0.2317,-0.1725,-0.2841,-0.1139,-1.3711,0.1572,0.0329,-0.1368,-0.5677,0.0645,-0.1128,-0.1574
26768,6168.9583,-0.2258,-0.2317,-0.2873,-0.3955,-0.2895,-0.6093,-0.0128,-0.1920,-0.1368,1.7087,-0.0487,-0.2240,-0.1574
26769,6169.1667,-0.3404,-0.3511,-0.3446,-0.4511,-0.4065,-0.2553,-0.2394,-0.1920,-0.1943,0.7871,-0.2185,-0.2240,-0.1574
26770,6169.3750,-0.3976,-0.5300,-0.4020,-0.5068,-0.4650,0.0020,-0.4094,-0.3044,-0.2518,1.0678,-0.3883,-0.2240,-0.2687
26771,6169.5833,-0.3976,-0.5897,-0.4594,-0.5068,-0.5236,0.6953,-0.4661,-0.3606,-0.3092,0.9173,-0.3883,-0.2240,-0.2687
26772,6169.7917,-0.4549,-0.6493,-0.4020,-0.5068,-0.5821,-0.3568,-0.4661,-0.3044,-0.3092,-1.6765,-0.4449,-0.2240,-0.2687
26773,6170.0000,-0.5121,-0.4107,-0.4594,-0.5625,-0.5236,0.8957,-0.4094,-0.3044,-0.3092,1.1299,-0.4449,-0.2240,-0.2687
26774,6170.2083,-0.4549,-0.4107,-0.5168,-0.5625,-0.5236,2.7037,-0.4661,-0.3606,-0.3667,-0.1129,-0.4449,-0.3351,-0.3244
26775,6170.4167,-0.3976,-0.4704,-0.5168,-0.5068,-0.4650,0.7937,-0.5227,-0.3606,-0.4241,0.7628,-0.5014,-0.3351,-0.2130
26776,6170.6250,-0.3976,-0.2914,-0.5168,-0.6181,-0.5821,0.1481,-0.5227,-0.4169,-0.4241,0.8742,-0.4449,-0.3351,-0.2687
26777,6170.8333,-0.6266,-0.2914,-0.6889,-0.6738,-0.7577,-0.6212,-0.4094,-0.4169,-0.4816,-2.5054,-0.4449,-0.3351,-0.3244
26778,6171.0417,-0.6839,-0.2914,-0.6889,-0.7851,-0.6991,-0.4975,-0.3528,-0.4731,-0.4816,-0.7380,-0.5014,-0.3351,-0.4358
26779,6171.2500,-0.6839,-0.2317,-0.6315,-0.7295,-0.6406,0.7050,-0.2394,-0.4169,-0.4816,2.3997,-0.3883,-0.3907,-0.3244
26780,6171.4583,-0.2831,-0.2317,-0.2873,-0.5625,-0.2309,0.2374,-0.0695,-0.3044,-0.3092,0.9691,-0.1619,-0.1684,-0.1017
26781,6171.6667,-0.1686,0.0666,-0.1151,-0.3955,-0.1139,1.5928,0.0439,-0.0796,-0.1368,-0.5382,0.0079,-0.0017,0.1211
26782,6171.8750,0.0604,0.0666,0.1718,-0.0615,0.1787,-1.8635,0.1005,0.2015,0.0930,0.2099,0.1211,0.2761,0.2881
26783,6172.0833,0.2322,0.1262,0.2865,0.3282,0.2373,0.1632,0.3272,0.3140,0.2079,-0.3759,0.2909,0.4429,0.4552
26784,6172.2917,0.4040,0.2455,0.4013,0.4952,0.3543,2.1828,0.4405,0.4264,0.3228,-1.7099,0.4607,0.5540,0.6222
26785,6172.5000,0.5185,0.2455,0.5160,0.4952,0.4714,-0.4063,0.5538,0.5388,0.4377,-0.8847,0.5172,0.6096,0.6779
26786,6172.7083,0.6330,0.3648,0.5734,0.6065,0.5884,-1.9623,0.6671,0.7075,0.5526,-0.5922,0.6304,0.7207,0.7892
26787,6172.9167,0.6903,0.4245,0.6882,0.6065,0.6469,-1.0611,0.7804,0.7075,0.6101,0.1318,0.7436,0.7763,0.8449
26788,6173.1250,0.7475,0.4842,0.7455,0.7735,0.7055,0.5995,0.7804,0.7075,0.6101,0.1447,0.8568,0.7207,0.9006
26789,6173.3333,0.8048,0.4842,0.7455,0.8292,0.7055,1.3990,0.7804,0.7075,0.6101,2.0725,0.6304,0.8319,0.8449
26790,6173.5417,0.7475,0.5438,0.7455,0.7178,0.7055,-0.1700,0.7238,0.6513,0.6675,0.7211,0.2909,0.7207,0.8449
26791,6173.7500,0.6903,0.4842,0.6882,0.6065,0.6469,-0.3693,0.3838,0.6513,0.6101,-0.2732,0.2909,0.7763,0.7336
26792,6173.9583,0.4612,0.2455,0.2865,0.4395,0.2958,2.6380,0.0439,0.3140,0.2653,1.1038,0.2343,0.5540,0.5108
26793,6174.1667,0.4040,0.0666,-0.0577,0.3282,0.0032,-0.2353,-0.0695,-0.0796,0.1504,-0.7194,0.0079,0.3317,0.2324
26794,6174.3750,0.2895,0.0666,-0.0577,0.3282,-0.1139,0.2965,-0.1261,-0.0233,0.0355,0.3533,-0.1053,0.2761,0.3438
26795,6174.5833,0.1177,0.0666,-0.1725,0.2169,-0.2895,-0.0602,-0.1261,-0.0796,-0.0794,0.2277,-0.1053,0.2206,0.3995
26796,6174.7917,0.1177,0.1859,-0.0577,0.2169,-0.1724,1.0802,-0.0695,-0.1920,-0.1368,-0.8329,-0.1053,0.1094,-0.0460
26797,6175.0000,0.1750,0.0666,-0.1151,0.1612,-0.0554,-0.0291,-0.1261,-0.1920,-0.1943,-0.6878,-0.1053,-0.0017,0.1211
26798,6175.2083,0.1177,0.0666,-0.1725,0.0499,-0.1724,-0.5415,-0.1828,-0.4731,-0.2518,0.3462,-0.1619,0.0539,0.1767
26799,6175.4167,0.0032,0.0069,-0.2299,-0.0615,-0.2895,1.4393,-0.2394,-0.4169,-0.4241,-0.4191,-0.2185,0.1094,0.2324
26800,6175.6250,-0.1686,-0.0528,-0.2873,-0.1728,-0.2895,1.7535,-0.0695,-0.3606,-0.4241,-0.9536,-0.2185,0.1094,0.0097
26801,6175.8333,-0.1113,0.0666,-0.3446,-0.2841,-0.2895,0.7567,-0.1261,-0.5855,-0.4816,-0.6624,-0.1619,-0.1128,-0.1574
26802,6176.0417,0.0032,-0.1124,-0.4020,-0.0615,-0.3480,0.7801,-0.2961,-0.6417,-0.4816,-1.0774,-0.1619,-0.1128,-0.1574
26803,6176.2500,-0.1113,-0.0528,-0.2873,0.0499,-0.2895,-0.2798,-0.1261,-0.3044,-0.3667,1.0083,-0.1053,-0.0573,-0.0460
26804,6176.4583,0.2322,0.1859,0.1144,0.2725,0.1202,0.0540,0.2138,0.0329,-0.0794,-1.2494,0.1211,0.0539,0.2324
26805,6176.6667,0.4040,0.3052,0.2865,0.5508,0.2958,0.7571,0.3272,0.3702,0.2653,-0.9228,0.3475,0.3873,0.6222
26806,6176.8750,0.6903,0.4842,0.6308,0.8292,0.6469,0.0205,0.4971,0.7075,0.6101,-0.9336,0.4607,0.6651,0.8449
26807,6177.0833,0.8620,0.7228,0.8029,0.8848,0.8225,-0.6054,0.6671,0.8199,0.7825,-0.2988,0.6304,0.8319,0.9006
26808,6177.2917,0.9766,0.7824,0.9177,0.9962,0.8810,-1.1158,0.8371,0.9886,0.8974,0.4990,0.7436,1.1653,1.1790
26809,6177.5000,1.0338,0.9018,1.0898,1.1632,1.1151,-0.4392,0.8371,1.1010,1.0697,1.6830,0.8568,1.1097,1.2347
26810,6177.7083,1.0911,1.0211,1.1472,0.9962,1.1737,1.4357,0.8938,1.2134,1.1847,-0.5017,0.9134,1.1653,1.2904
26811,6177.9167,1.2056,1.0211,1.3193,1.1075,1.2907,0.0016,1.0637,1.2696,1.2421,-2.4937,1.0266,1.2764,1.3461
26812,6178.1250,1.2056,1.0211,1.3193,1.1632,1.2907,2.2601,1.2337,1.2696,1.2421,1.5029,1.0266,1.3876,1.4574
26813,6178.3333,1.3201,1.1404,1.3193,1.1632,1.3492,-1.0117,1.2904,1.3259,1.2421,-0.8166,1.1964,1.3876,1.4017
26814,6178.5417,1.2056,1.1404,1.3193,1.0518,1.2907,-0.3767,1.2904,1.2696,1.2421,0.6393,1.1964,1.3320,1.4017
26815,6178.7500,1.1483,1.0211,1.2045,0.9962,1.1737,1.1163,1.0637,1.1572,1.1847,0.1203,1.1398,1.2764,1.2347
26816,6178.9583,0.9766,0.9018,0.9177,0.9405,0.8810,0.8296,0.8938,0.8761,0.8974,0.5379,0.9700,1.0541,1.0120
26817,6179.1667,0.8620,0.5438,0.4586,0.8292,0.5884,2.1387,0.6671,0.4264,0.7250,-0.5112,0.7436,0.9430,0.7892
26818,6179.3750,0.8048,0.4842,0.4586,0.5508,0.4714,1.1598,0.5538,0.5388,0.6101,-0.4964,0.5738,0.6651,0.7336
26819,6179.5833,0.7475,0.4245,0.4013,0.4952,0.4128,-1.3804,0.3838,0.3702,0.4952,-0.2209,0.5172,0.7207,0.5665
26820,6179.7917,0.6903,0.5438,0.3439,0.5508,0.4128,0.2177,0.4405,0.2577,0.3228,1.7979,0.6870,0.6651,0.3995
26821,6180.0000,0.3467,0.4842,0.1144,0.4395,0.1787,-1.0718,0.4405,-0.0233,0.1504,0.1881,0.6870,0.3317,0.3995
26822,6180.2083,0.2322,0.3648,0.0570,0.4395,0.1787,0.4622,0.6671,-0.0233,0.0930,-2.0562,0.4607,0.2761,0.3438
26823,6180.4167,0.4040,0.2455,0.1718,0.4395,0.2373,0.4590,0.4971,0.0891,-0.0794,-3.5304,0.4041,0.2206,0.1211
26824,6180.6250,0.4040,0.2455,0.1144,0.4395,0.1787,-0.0054,0.3838,-0.1920,-0.1943,-0.5655,0.2909,0.1094,0.0097
26825,6180.8333,0.4040,0.2455,0.1144,0.3282,0.1787,-0.6584,0.3838,-0.0796,-0.2518,0.9003,0.1777,0.0539,0.0097
26826,6181.0417,0.3467,0.2455,-0.0577,0.1612,-0.0554,-0.9347,0.1572,-0.1358,-0.2518,0.0447,0.0645,0.1650,0.2324
26827,6181.2500,0.4040,0.2455,0.1144,0.0499,0.1202,0.4667,0.1005,0.2015,-0.1368,-1.0146,0.0645,0.2761,0.2324
26828,6181.4583,0.4040,0.3648,0.2865,0.3282,0.2373,0.4407,0.2705,0.4826,0.3228,-0.1976,0.1777,0.2761,0.2324
26829,6181.6667,0.6330,0.3648,0.5734,0.4395,0.5884,0.6625,0.3838,0.7075,0.6675,0.2806,0.2909,0.3873,0.3438
26830,6181.8750,0.8620,0.4245,0.8029,0.4952,0.8225,-1.9380,0.4405,0.7637,0.7250,-0.6827,0.4041,0.4429,0.3995
26831,6182.0833,0.9193,0.5438,0.8603,0.6065,0.8810,-0.4661,0.4971,0.8199,0.8399,-0.4452,0.5172,0.5540,0.5108
26832,6182.2917,1.0911,0.6035,1.0324,0.8292,1.0566,0.2948,0.6105,0.9323,0.8974,0.0646,0.5738,0.7207,0.5665
26833,6182.5000,1.1483,0.6035,1.0898,0.8848,1.2322,-0.4012,0.6671,0.9323,0.8974,-0.2431,0.7436,0.8319,0.7336
26834,6182.7083,1.2628,0.5438,1.2619,0.9962,1.2907,0.8045,0.7804,1.1010,0.9548,-0.3943,0.7436,0.8874,0.9006
26835,6182.9167,1.3201,0.5438,1.2619,1.0518,1.3492,1.0766,0.8938,1.1010,1.0123,-0.6215,0.8568,1.0541,1.0120
26836,6183.1250,1.2628,0.6035,1.3193,1.1632,1.3492,-0.5779,0.8938,1.2134,1.0697,-1.2872,0.9134,1.0541,1.0677
26837,6183.3333,1.3773,0.5438,1.3193,1.1632,1.3492,-0.0328,0.8938,1.1572,1.0123,-0.2853,0.9134,1.0541,1.0120
26838,6183.5417,1.2056,0.3052,1.2045,1.0518,1.2322,-0.5036,0.7804,1.1572,0.8974,1.1106,0.8568,0.9430,0.9563
26839,6183.7500,1.1483,0.1859,1.0898,0.9962,1.1737,1.1358,0.6105,1.0448,0.7825,-0.9271,0.6304,0.8319,0.8449
26840,6183.9583,1.0338,-0.0528,0.9177,0.8292,0.9396,0.5345,0.3272,0.7075,0.5526,0.4854,0.4607,0.7207,0.6222
26841,6184.1667,0.7475,-0.1721,0.7455,0.5508,0.8225,-0.9370,0.1572,0.5388,0.3228,-0.1790,0.2909,0.3873,0.3995
26842,6184.3750,0.6330,-0.2317,0.6308,0.3838,0.6469,0.9643,0.0439,0.3702,0.2079,-0.7544,0.1211,0.2761,0.1211
26843,6184.5833,0.5185,-0.2317,0.5160,0.2725,0.5299,-0.2733,-0.1828,0.2577,0.0930,2.0501,0.0079,0.0539,0.0654
26844,6184.7917,0.4040,-0.4107,0.4013,0.0499,0.4128,1.4127,-0.3528,0.2577,0.0355,-1.0353,-0.1053,-0.0017,-0.0460
26845,6185.0000,0.4040,-0.4107,0.3439,0.1055,0.3543,-0.8104,-0.3528,0.2015,-0.0219,-1.3184,-0.2185,-0.0017,-0.0460
26846,6185.2083,0.2895,-0.5300,0.3439,0.0499,0.2958,0.1011,-0.4094,0.2015,-0.1368,-1.3314,-0.1619,-0.0573,-0.1017
26847,6185.4167,0.2895,-0.5897,0.2291,0.0499,0.2373,0.2825,-0.5227,0.0891,-0.0794,0.4841,-0.3317,-0.0573,-0.1017
26848,6185.6250,0.2895,-0.5897,0.2291,0.1055,0.2373,-0.4490,-0.6361,0.0329,-0.1368,-0.7760,-0.3883,-0.1128,-0.1017
26849,6185.8333,0.2895,-0.6493,0.2291,0.1055,0.1787,-1.5999,-0.6361,0.0891,-0.1943,0.1268,-0.5014,-0.1128,0.0097
26850,6186.0417,0.2322,-0.6493,0.1144,-0.0615,0.0617,-0.0120,-0.6927,-0.0233,-0.1368,1.4156,-0.3883,-0.1128,0.0097
26851,6186.2500,0.1750,-0.5300,0.1718,-0.0615,0.1202,0.5250,-0.4661,0.0891,-0.0794,-1.9990,-0.2751,-0.0573,0.0654
26852,6186.4583,0.2895,0.1262,0.2865,0.2169,0.2373,-0.6259,0.0439,0.0891,0.0930,0.7581,0.1211,0.0539,0.2324
26853,6186.6667,0.4040,0.3052,0.4013,0.3838,0.3543,-0.5177,0.4405,0.3702,0.3228,0.4671,0.4041,0.3317,0.3995
26854,6186.8750,0.5758,0.5438,0.5734,0.6622,0.5299,-1.1877,0.7238,0.5950,0.4952,1.0995,0.5738,0.6096,0.6779
26855,6187.0833,0.8048,0.6035,0.6882,0.9405,0.7055,1.0282,0.8371,0.7637,0.6675,-0.5238,0.8002,0.7763,0.7336
26856,6187.2917,0.9193,0.6631,0.7455,1.0518,0.7640,-0.7735,0.9504,0.7637,0.7825,0.5220,0.8568,0.8874,0.9006
26857,6187.5000,1.0911,0.6631,0.8603,1.1632,0.8810,0.5845,0.9504,0.8199,0.8399,0.9212,0.9700,0.9430,0.9563
26858,6187.7083,1.2628,0.6035,0.9177,1.2745,0.9981,0.8327,1.0071,0.8199,0.8974,0.2274,0.9134,1.0541,1.0120
26859,6187.9167,1.3201,0.6035,1.0898,1.3302,1.1151,0.7988,1.0071,0.9886,0.8974,-1.6772,1.0832,1.1097,1.1233
26860,6188.1250,1.3201,0.6035,1.1472,1.2188,1.1151,0.1113,1.0071,0.9886,0.8974,0.6311,0.9700,1.1653,1.2347
26861,6188.3333,1.2628,0.5438,1.1472,1.1632,1.1151,0.6651,0.9504,0.9323,0.8974,1.2312,0.9134,1.0541,1.1790
26862,6188.5417,1.2056,0.4245,1.0324,1.1075,1.0566,-1.3219,0.8371,0.8761,0.7250,2.2585,0.8568,0.9430,1.1233
26863,6188.7500,1.2056,0.3052,0.9177,1.0518,0.9396,-0.3133,0.6671,0.7075,0.6675,1.2178,0.6870,0.8319,1.0120
26864,6188.9583,1.0338,0.1262,0.7455,0.9405,0.7640,1.4111,0.4405,0.4264,0.3803,-0.0915,0.4607,0.6651,0.9006
26865,6189.1667,0.8048,-0.0528,0.5160,0.8848,0.4714,0.9160,0.2138,0.2015,0.2079,-0.3137,0.2909,0.4429,0.6779
26866,6189.3750,0.6903,-0.1721,0.4013,0.6622,0.4128,-0.0241,0.1572,0.0891,-0.0219,1.2333,0.1777,0.3317,0.5665
26867,6189.5833,0.6903,-0.2914,0.3439,0.6065,0.3543,1.0953,-0.0695,0.0891,-0.1368,-1.1662,0.1211,0.1650,0.3995
26868,6189.7917,0.5185,-0.2914,0.1144,0.3838,0.2373,-1.0315,-0.0695,-0.1920,-0.3092,0.7653,0.0079,0.0539,0.2881
26869,6190.0000,0.4040,-0.4107,-0.0004,0.3838,0.0617,0.7959,-0.1261,-0.3044,-0.3667,1.6739,-0.0487,-0.0573,0.0654
26870,6190.2083,0.4040,-0.4107,-0.1151,0.3838,0.0032,-0.2216,-0.1261,-0.3606,-0.3667,-0.9792,-0.1619,-0.1684,-0.0460
26871,6190.4167,0.2895,-0.4107,-0.0004,0.2725,0.0032,1.5341,-0.2961,-0.3606,-0.4241,-0.2970,-0.1619,-0.0573,-0.0460
26872,6190.6250,0.2322,-0.5300,-0.0577,0.1612,-0.1139,0.0029,-0.4094,-0.3606,-0.4241,-0.9518,-0.1619,-0.1684,0.0097
26873,6190.8333,0.1750,-0.4704,-0.1151,0.0499,-0.1724,0.7475,-0.4094,-0.4731,-0.4816,0.4271,-0.2751,-0.2240,0.0654
26874,6191.0417,0.1750,-0.4704,-0.1151,0.0499,-0.1724,-0.5307,-0.4094,-0.4169,-0.5390,-1.2367,-0.2751,-0.3351,0.0097
26875,6191.2500,0.1750,-0.1721,-0.1151,0.1612,-0.1139,-0.8059,-0.2961,-0.3044,-0.3667,-0.9632,-0.1053,-0.2240,0.0654
26876,6191.4583,0.2895,0.2455,0.1144,0.3838,0.0617,-1.4738,0.1572,0.1453,0.0930,-0.6677,0.2343,0.1094,0.2324
26877,6191.6667,0.4612,0.4245,0.3439,0.6065,0.2958,-0.6428,0.4971,0.3702,0.3803,0.3674,0.5172,0.3317,0.4552
26878,6191.8750,0.6903,0.6631,0.5734,0.8848,0.5884,-0.7409,0.6671,0.7075,0.7250,0.3380,0.7436,0.6651,0.6779
26879,6192.0833,0.9193,0.7824,0.7455,1.0518,0.7640,1.3462,0.8938,0.8199,0.7825,-0.6826,0.8002,0.7763,0.8449
26880,6192.2917,1.0338,0.7824,0.8603,1.1632,0.8810,-0.9281,0.8938,0.9323,0.8974,1.9102,0.9134,0.8319,0.9563
26881,6192.5000,1.1483,0.7824,0.9177,1.2745,0.9396,-1.3740,0.9504,0.9886,0.9548,-1.4593,0.9700,0.9430,1.0677
26882,6192.7083,1.2628,0.7824,1.0324,1.3302,1.0566,0.7703,0.9504,1.1010,1.0123,-0.4086,0.9700,1.1653,1.2347
26883,6192.9167,1.2628,0.7228,1.0324,1.3302,1.0566,-0.9193,1.0071,1.1010,1.0123,1.0125,0.9700,1.1097,1.2347
26884,6193.1250,1.2628,0.7824,1.1472,1.1632,1.1151,1.2007,1.1204,1.1572,1.0123,-1.7545,0.9700,1.2208,1.2347
26885,6193.3333,1.2628,0.7228,1.1472,1.1632,1.1151,0.0751,0.9504,1.1010,1.0123,1.1262,0.9134,1.1653,1.1790
26886,6193.5417,1.1483,0.4842,1.0898,1.1075,1.0566,-0.3596,0.8938,1.0448,0.8974,1.1717,0.8002,1.0541,1.1233
26887,6193.7500,1.0911,0.3648,0.9177,1.0518,0.9396,0.0489,0.7804,0.8761,0.7825,-1.3468,0.6870,0.9430,1.0120
26888,6193.9583,0.9766,0.1859,0.8029,0.8848,0.7640,1.0825,0.4405,0.7075,0.4952,0.0836,0.4607,0.7207,0.9006
26889,6194.1667,0.7475,-0.0528,0.5160,0.6622,0.5299,-1.0243,0.2138,0.3702,0.2653,-0.3959,0.2909,0.5540,0.5108
26890,6194.3750,0.5185,-0.0528,0.2865,0.4952,0.2958,-0.4428,0.1005,0.2577,0.1504,-0.1032,0.1777,0.3873,0.3995
26891,6194.5833,0.4040,-0.1124,0.2865,0.4395,0.2373,1.5046,-0.1261,0.1453,-0.0219,0.3393,0.0645,0.2206,0.3438
26892,6194.7917,0.4612,-0.1721,0.2291,0.3282,0.2373,-0.9775,-0.1828,0.0329,-0.2518,-0.9206,0.0079,0.1650,0.2881
26893,6195.0000,0.4040,-0.1721,0.1144,0.3282,0.0617,-1.2135,-0.2961,-0.1358,-0.3667,-1.6328,-0.1053,0.1094,0.2324
26894,6195.2083,0.2895,-0.2914,-0.0577,0.2725,-0.0554,-2.7956,-0.4094,-0.3044,-0.4241,-0.0086,-0.1053,-0.0573,-0.0460
26895,6195.4167,0.2322,-0.4704,-0.1151,0.2725,-0.1724,1.0967,-0.4094,-0.4169,-0.4816,0.1076,-0.2185,-0.1684,-0.1017
26896,6195.6250,0.1177,-0.4704,-0.2299,0.1055,-0.2309,1.5680,-0.5227,-0.4169,-0.5390,-0.0925,-0.2751,-0.2240,-0.1574
26897,6195.8333,0.0604,-0.5300,-0.2873,-0.0058,-0.2895,0.0716,-0.5794,-0.4731,-0.6540,0.4766,-0.3317,-0.2796,-0.2687
26898,6196.0417,-0.0541,-0.5897,-0.3446,-0.0615,-0.4065,-0.9968,-0.6361,-0.5855,-0.6540,-0.9986,-0.3317,-0.2796,-0.2130
26899,6196.2500,0.0032,-0.2914,-0.2299,-0.0058,-0.2309,-0.5057,-0.3528,-0.3044,-0.4241,0.1197,-0.1619,-0.1684,-0.1017
26900,6196.4583,0.2322,0.2455,0.0570,0.3282,0.0617,-0.1477,0.1572,0.0891,0.0355,-0.4691,0.1777,0.1094,0.1767
26901,6196.6667,0.5185,0.4842,0.3439,0.6065,0.3543,-0.9146,0.5538,0.4264,0.4377,-0.9962,0.5172,0.4429,0.5108
26902,6196.8750,0.6903,0.6631,0.5734,0.8292,0.5884,-0.3102,0.7238,0.6513,0.6675,0.3697,0.7436,0.7207,0.7892
26903,6197.0833,0.9193,0.7228,0.7455,1.0518,0.7055,-0.3837,0.8938,0.7637,0.7825,-0.0971,0.8568,0.7763,0.9006
26904,6197.2917,1.0911,0.8421,0.8603,1.1632,0.8225,-0.1810,1.0071,0.9323,0.8399,-0.0686,1.0266,0.9986,1.0677
26905,6197.5000,1.2056,0.9018,0.9750,1.2745,0.9981,-0.3809,1.1204,0.9886,1.0123,0.4176,1.1398,1.1097,1.2347
26906,6197.7083,1.2628,0.8421,1.0324,1.3302,1.0566,-0.5044,1.2337,1.1572,1.1272,-0.3196,1.3096,1.2208,1.2904
26907,6197.9167,1.3201,0.8421,1.1472,1.4415,1.1737,-0.5698,1.2904,1.2134,1.1847,0.6331,1.3096,1.2208,1.4017
26908,6198.1250,1.1483,0.9018,1.1472,1.3302,1.1151,0.9793,1.2904,1.2134,1.1272,-0.3901,1.3096,1.2764,1.4017
26909,6198.3333,1.2056,0.8421,1.2045,1.3302,1.1737,1.7340,1.2904,1.2134,1.1272,1.6457,1.3096,1.2764,1.4017
26910,6198.5417,1.2628,0.7228,1.2045,1.3302,1.1737,-1.0033,1.1771,1.2134,1.0697,-0.1124,1.1964,1.2208,1.3461
26911,6198.7500,1.1483,0.6035,1.0898,1.2188,1.1151,-1.6347,1.0637,1.1010,0.9548,-0.3081,1.1398,1.1653,1.2347
26912,6198.9583,0.9766,0.3648,0.8029,0.9962,0.7640,0.4808,0.8371,0.7637,0.6675,0.6713,0.9700,0.8874,1.0120
26913,6199.1667,0.6330,0.1859,0.3439,0.8292,0.3543,1.6216,0.6105,0.2015,0.3803,0.6552,0.6870,0.6651,0.7892
26914,6199.3750,0.4612,0.0069,0.2291,0.5508,0.1787,-1.7940,0.2138,0.3140,0.1504,2.1310,0.1777,0.4429,0.4552
26915,6199.5833,0.3467,-0.1124,0.0570,0.4395,0.1787,0.1427,0.2138,0.0891,0.0930,0.5411,0.4041,0.3317,0.3995
26916,6199.7917,0.2322,-0.1721,-0.0004,0.3282,0.0617,-0.2603,0.1005,0.0329,0.0355,-0.6635,0.1777,0.3317,0.2881
26917,6200.0000,0.2895,-0.2317,-0.1151,0.3282,-0.0554,-0.4758,0.1005,-0.1358,-0.1368,-2.0632,0.1211,0.2206,0.2324
26918,6200.2083,0.1750,-0.1721,-0.1151,0.2725,-0.1724,-0.4829,-0.0128,-0.1358,-0.2518,-1.8704,0.0645,0.2206,0.1211
26919,6200.4167,0.1177,-0.2317,-0.2299,0.2725,-0.1724,-2.3370,-0.1828,-0.1920,-0.3092,-1.5605,0.0079,0.1650,0.0654
26920,6200.6250,0.0032,-0.1124,-0.2873,0.1055,-0.2895,0.4575,-0.1828,-0.1920,-0.3092,0.6770,0.0079,0.0539,0.0097
26921,6200.8333,0.0032,-0.1124,-0.2873,0.0499,-0.2895,1.0496,-0.3528,-0.1920,-0.2518,-0.6306,-0.0487,0.0539,0.0097
26922,6201.0417,-0.0541,-0.2317,-0.2873,-0.0058,-0.2895,0.7928,-0.3528,-0.1920,-0.3092,-1.4327,-0.0487,-0.0017,0.0097
26923,6201.2500,0.0032,0.1262,-0.1725,0.1055,-0.1724,0.4391,0.1005,-0.0796,-0.1368,-1.7576,0.2343,0.1094,0.0654
26924,6201.4583,0.2895,0.4245,0.2291,0.4395,0.1787,-1.3339,0.4971,0.3140,0.2653,-0.4098,0.5172,0.2761,0.3438
26925,6201.6667,0.6330,0.6631,0.5734,0.6065,0.5884,-1.1005,0.7804,0.7075,0.5526,-1.6422,0.7436,0.6096,0.7336
26926,6201.8750,0.8620,0.7824,0.8029,0.8848,0.8225,-0.4546,0.9504,0.8761,0.7825,-1.4293,1.0266,0.8874,0.9563
26927,6202.0833,1.0911,0.9018,0.9750,1.1632,0.9981,1.0610,1.1204,1.0448,0.8974,-0.0432,1.2530,1.1097,1.2347
26928,6202.2917,1.2056,1.1404,1.1472,1.3302,1.1151,0.0846,1.2904,1.2134,1.0697,1.7225,1.3096,1.2208,1.4017
26929,6202.5000,1.3773,1.2000,1.3193,1.4972,1.2907,0.5456,1.4037,1.2696,1.1847,1.0338,1.4227,1.3876,1.5131
26930,6202.7083,1.5491,1.3790,1.3767,1.5528,1.3492,-2.9956,1.5170,1.3259,1.2421,-0.5495,1.4793,1.4987,1.5131
26931,6202.9167,1.5491,1.3194,1.3767,1.5528,1.4078,-1.5539,1.5170,1.3821,1.2996,0.3324,1.5359,1.5543,1.6245
26932,6203.1250,1.6064,1.2597,1.4914,1.4972,1.4663,-0.1593,1.5737,1.4945,1.3570,0.2787,1.5925,1.6098,1.5688
26933,6203.3333,1.6064,1.2597,1.4914,1.5528,1.5248,-1.0248,1.5170,1.3821,1.3570,-1.8341,1.5925,1.6098,1.6245
26934,6203.5417,1.6064,1.0807,1.4914,1.4972,1.4663,0.9244,1.4604,1.4383,1.3570,-1.1486,1.5359,1.4987,1.6802
26935,6203.7500,1.4919,0.9614,1.3193,1.4415,1.3492,-0.3391,1.4037,1.3259,1.2996,-0.3082,1.4227,1.3876,1.4574
26936,6203.9583,1.1483,0.7824,0.9177,1.1632,0.9981,-0.8813,1.1771,0.8761,0.8974,0.2830,1.1964,1.1653,1.2347
26937,6204.1667,0.8048,0.6631,0.6308,0.8848,0.5884,-0.2812,0.7238,0.5388,0.6101,-0.0442,1.0266,0.8874,0.9563
26938,6204.3750,0.7475,0.5438,0.5160,0.7178,0.5299,1.3699,0.6671,0.3702,0.4952,-2.2782,0.8002,0.8319,0.8449
26939,6204.5833,0.5758,0.4842,0.4013,0.6065,0.3543,-1.4474,0.4971,0.3140,0.4952,0.6902,0.6870,0.7763,0.6779
26940,6204.7917,0.5185,0.4842,0.3439,0.5508,0.4128,0.8742,0.3838,0.3702,0.4952,2.2914,0.5172,0.7207,0.6779
26941,6205.0000,0.4040,0.3648,0.2865,0.5508,0.3543,0.0173,0.2705,0.3702,0.3803,-1.2052,0.4607,0.7207,0.5665
26942,6205.2083,0.4040,0.4245,0.2865,0.4952,0.2958,1.8378,0.3272,0.3702,0.3228,1.0587,0.5738,0.6651,0.5665
26943,6205.4167,0.2895,0.4245,0.1718,0.4395,0.2373,0.6534,0.4971,0.3140,0.2653,1.2544,0.5738,0.5540,0.5108
26944,6205.6250,0.2895,0.4245,0.1718,0.3838,0.1787,-1.2673,0.5538,0.3140,0.2653,0.1380,0.5738,0.4984,0.4552
26945,6205.8333,0.2322,0.4245,0.1718,0.3282,0.1787,-0.5255,0.5538,0.3140,0.2079,1.2323,0.6304,0.3873,0.5108
