Point_ID,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Feature51,Feature52,Feature53,Feature54,Feature55,Feature56,Feature57,Feature58,Feature59,Feature60,Feature61,Feature62,Feature63,Feature64,Feature65,Feature66,Feature67,Feature68,Feature69,Feature70,Feature71,Feature72,Feature73,Feature74,Feature75,Feature76,Feature77,Feature78,Feature79,Feature80,Feature81,Feature82,Feature83,Feature84,Feature85,Feature86,Feature87,Feature88,Feature89,Feature90,Feature91,Feature92,Feature93,Feature94,Feature95,Feature96,Feature97,Feature98,Feature99,Feature100,Feature101,Feature102,Feature103,Feature104,Feature105,Feature106,Feature107,Feature108,Feature109,Feature110,Feature111,Feature112,Feature113,Feature114,Feature115,Feature116,Feature117,Feature118,Feature119,Feature120,Feature121,Feature122,Feature123,Feature124,Feature125,Feature126,Feature127,Feature128,Feature129,Feature130,Feature131,Feature132,Feature133,Feature134,Feature135,Feature136,Feature137,Feature138,Feature139,Feature140,Feature141,Feature142,Feature143,Feature144,Feature145,Feature146,Feature147,Feature148,Feature149,Feature150,Feature151,Feature152,Feature153,Feature154,Feature155,Feature156,Feature157,Feature158,Feature159,Feature160,Feature161,Feature162,Feature163,Feature164,Feature165,Feature166,Feature167,Feature168,Feature169,Feature170,Feature171,Feature172,Feature173,Feature174,Feature175,Feature176,Feature177,Feature178,Feature179,Feature180,Feature181,Feature182,Feature183,Feature184,Feature185,Feature186,Feature187,Feature188,Feature189,Feature190,Feature191,Feature192,Feature193,Feature194,Feature195,Feature196,Feature197,Feature198,Feature199,Feature200,Feature201,Feature202,Feature203,Feature204,Feature205,Feature206,Feature207,Feature208,Feature209,Feature210,Feature211,Feature212,Feature213,Feature214,Feature215,Feature216,Feature217,Feature218,Feature219,Feature220,Feature221,Feature222,Feature223,Feature224,Feature225,Feature226,Feature227,Feature228,Feature229,Feature230,Feature231,Feature232,Feature233,Feature234,Feature235,Feature236,Feature237,Feature238,Feature239,Feature240,Feature241,Feature242,Feature243,Feature244,Feature245,Feature246,Feature247,Feature248,Feature249,Feature250,Feature251,Feature252,Feature253,Feature254,Feature255,Feature256,Feature257,Feature258,Feature259,Feature260,Feature261,Feature262,Feature263,Feature264,Feature265
11,33092,28973,-747,-33730,18030,9409,-39018,-17316,-32148,20953,17300,10434,14309,-16193,11217,-16339,-22825,41269,20032,3633,-40997,-2051,-1697,-41527,28454,-19375,-1355,15771,2772,16063,15916,2124,26281,537,-8956,-2834,-23340,9653,-10510,218,-37407,2633,25229,-20338,16486,40093,-2203,35497,19042,42315,-27329,-18848,20485,8374,-1273,-20189,-14330,8021,6518,-11519,-38821,-7570,18490,-5827,-15457,-13257,-16565,4342,9251,1893,-55729,6968,41701,31641,-19505,-15803,-29206,15334,37864,-33288,19222,5504,-16442,-37077,34006,9515,-11029,-27397,-16372,-16510,26986,-4526,9958,18422,23537,58219,15219,13891,-17775,-11668,18874,12191,-19409,30194,-12017,-34360,25269,22609,3987,14137,4326,6405,-3611,-30116,-5905,-28512,-23445,-20383,-45365,12535,-20244,-51034,-1731,-15116,5059,-66855,-14778,-34123,47577,-1801,-16302,51009,3901,-25164,-42684,-34871,-7087,3004,302,19371,-49958,2701,-1724,29431,8379,22646,7499,16691,-7176,-2893,15950,-11903,16245,70975,-9974,22742,-9091,27019,-58957,-21848,21781,-2006,35702,13306,21233,-22630,-13568,27795,-12672,-29687,-5930,30305,-20469,31504,-7029,16601,17850,23380,-7852,35903,-15828,43741,10088,71796,-32574,-3902,35644,30758,-47043,-18825,22773,-9777,24166,2022,12546,12755,13308,-8810,-10879,-8962,25060,-1232,10410,-9646,31079,-33723,-16041,-73,23555,2467,-10089,-2823,30362,2523,4497,5588,-19466,-2322,-29985,-68859,-4480,2668,8182,-9529,-43590,-20045,44441,51075,-35515,-10677,26182,-22339,15427,36377,12830,5268,12641,-34175,31274,1636,-41608,-35405,-4045,-47483,4955,-13828,-11538,-46242,8904,419,-10579,38095,22985,-14784,48805,30616,5036,-46594,-11576,7426,9059,-18769,-27922,-10677,-13498
12,34724,30669,-2370,-28991,15311,7244,-39353,-19261,-29230,20316,16713,12439,12257,-10196,10284,-15449,-24686,40311,23743,1237,-40703,-1400,-1441,-40376,23400,-18666,-1587,17939,2203,15405,16654,1106,25933,686,-8276,-1852,-22410,9114,-7621,2807,-35661,3945,26888,-17364,15641,42542,-1031,34147,19423,42121,-26081,-19063,20981,9418,-3332,-19750,-12290,5629,7285,-11555,-37939,-7430,20223,-6376,-17261,-17025,-17581,5698,8765,-909,-54494,6016,45440,36114,-23461,-14213,-25322,16381,33060,-34046,20144,3052,-16727,-37437,33195,8779,-8863,-25044,-17047,-17144,26461,-2636,9558,20233,22394,55794,14790,17195,-17615,-11829,14885,12104,-19313,30795,-9743,-33358,23903,21950,4316,13644,2976,8707,-146,-30993,-10039,-28881,-22517,-19409,-43905,13627,-16434,-51685,-2111,-16066,6594,-67338,-14556,-32973,48187,-2154,-14460,52069,1414,-23491,-38731,-30068,-9826,2217,1445,19308,-49020,623,-5234,27555,6865,24423,7102,12410,-5315,-4471,17630,-5946,19736,73850,-10013,24275,-8288,27221,-58051,-20553,22412,-3310,37156,16378,17176,-28262,-13336,32909,-10679,-28601,-3365,31793,-21807,34218,-7895,17208,14284,22662,-5171,32429,-19980,43624,8933,68448,-32612,-4435,38059,31291,-40485,-18822,26613,-10607,23019,3319,15982,13076,14462,-8419,-15512,-9784,23389,2643,7412,-10990,31583,-34506,-14091,779,20892,8159,-10501,-4098,29238,2876,10184,4591,-19880,779,-28136,-65042,-2954,352,8204,-7841,-44821,-23383,42640,49573,-37581,-9808,25590,-23489,13152,33972,13835,2338,9918,-32944,31676,4801,-44703,-33269,-1411,-46431,6342,-12157,-8063,-44319,10244,-1452,-6961,40958,22150,-15099,46154,30495,6594,-45685,-12098,5731,9096,-18171,-25212,-10292,-15604
13,37771,28881,-3696,-29679,18931,9716,-39501,-16535,-33562,24069,17444,9161,15102,-14217,14077,-15473,-24252,41212,20751,7754,-44891,-3150,-1782,-39543,27146,-18854,-4448,15700,6325,19792,12444,2808,27610,1282,-8703,-3347,-21316,12522,-9757,80,-38487,966,26570,-21743,14894,41768,-2873,38319,19138,39068,-27562,-17293,17496,8379,-3910,-19880,-13094,10797,6974,-8985,-37103,-10187,22218,-3412,-14222,-13931,-20582,6322,8452,1206,-54790,9242,41312,39842,-17934,-15074,-24573,19664,38426,-34614,20532,2476,-13897,-36204,37196,9463,-13739,-26666,-18351,-17218,24491,-3274,10881,17043,23270,57603,11910,14934,-20011,-8884,20310,11857,-16881,24370,-13532,-32669,27015,19675,4763,13925,2053,12228,-4897,-31276,-4738,-27614,-22685,-17596,-43238,13832,-20717,-51134,-3273,-14445,4616,-64772,-11404,-34599,50591,500,-15945,51845,2278,-28404,-37970,-30773,-6155,2498,-1121,18948,-50263,-1246,-5893,31940,13612,24126,7351,15756,-4145,-5975,15955,-10011,18758,69595,-11697,19606,-5895,30469,-57346,-19880,22733,-2265,38603,18094,20296,-25252,-14144,33422,-11736,-29876,-4047,29274,-22028,33709,-5895,17077,21161,21911,-7177,33980,-16606,48041,12992,67709,-31480,-5060,39464,33843,-45710,-18363,24914,-11378,22583,4886,14538,10103,14382,-12783,-11343,-10798,26214,-1804,3237,-7203,32777,-35354,-18266,-1284,22875,5659,-6743,-5726,30408,148,5696,1670,-18157,-1735,-30326,-70298,-1961,-2029,7698,-9698,-43721,-21073,47410,51742,-36031,-12143,24945,-24016,12917,35025,16162,6489,11767,-29468,27924,2750,-45407,-35848,-2508,-47723,6270,-14236,-11387,-51400,9721,-471,-6687,37517,19277,-15569,50725,31996,2453,-49385,-12036,6796,10309,-14737,-24322,-15750,-14741
14,31842,32931,-211,-31348,12997,9688,-38932,-14295,-31577,19918,17898,11186,11867,-12761,10591,-15638,-22606,39157,24149,1677,-41066,-2530,-2498,-41167,24201,-16714,1063,18301,4524,15657,14779,1895,23109,1526,-9185,-2362,-20923,9731,-6732,2005,-36789,3250,25663,-21916,14702,38902,-3266,36038,20204,42511,-27644,-17440,20893,8882,-2610,-19205,-10575,6090,6161,-13223,-39723,-7970,22725,-6091,-15295,-12227,-19124,6355,5360,-3848,-51839,7148,44891,39477,-21887,-11625,-25445,15943,36136,-32380,20204,3967,-15395,-37020,33748,9568,-9156,-26115,-16722,-19988,22133,-3020,11439,21189,22366,56316,14962,16824,-18056,-10182,15170,13500,-19371,32353,-9817,-36639,24332,19991,6382,15149,2147,8023,-3222,-29497,-7692,-30357,-23709,-18072,-42277,11645,-17868,-53755,-697,-16783,5981,-64428,-13334,-31848,45911,-3072,-13572,49802,94,-26494,-40860,-34365,-9521,1243,-1059,15465,-47939,460,-3946,29418,6679,24151,9042,16159,-3395,-2792,14766,-10058,18646,73617,-10268,24033,-8152,27887,-61399,-21267,22268,-15,36893,15412,18660,-24962,-14702,29502,-9806,-28888,-3871,31581,-22537,34963,-7176,17298,17004,20769,-7414,31769,-19892,43175,11148,67699,-32894,-6897,35787,27668,-40919,-18493,25885,-8279,25185,3651,10985,12725,15440,-9779,-14065,-9632,22071,2384,5386,-9798,30465,-34968,-12075,492,23528,4164,-11088,-3421,28125,4143,8408,5937,-21605,-2151,-30200,-65116,-2294,-1228,9298,-6394,-42738,-22845,42468,47981,-34161,-10319,25943,-24011,13147,33086,13367,4113,14207,-36325,29647,4432,-44061,-35192,-1416,-50056,3721,-15826,-13510,-48014,13393,-1376,-7701,40419,22876,-15622,46973,28594,4649,-46376,-12245,4310,7950,-18447,-25262,-13125,-16851
15,35783,28516,-1847,-33495,18439,10167,-35489,-17538,-31337,18297,18590,9642,15821,-13115,12767,-15923,-21857,40175,20051,6935,-42128,-2019,-2750,-40150,28698,-16123,-2759,14897,2845,14708,16299,669,24732,-131,-8897,-2282,-22580,7829,-9944,871,-39922,1778,23238,-21795,16375,41558,-2863,34948,17644,41179,-24555,-15896,18716,6526,-2522,-16624,-13845,8352,8327,-11016,-35635,-9454,20242,-4573,-16175,-12371,-17354,4129,8174,2579,-53887,10498,41091,32855,-16906,-13862,-26652,19010,38079,-31574,19539,5652,-18757,-37899,35770,9797,-12567,-26195,-18459,-17596,26506,-5574,10766,20401,23212,58491,10862,14379,-17544,-10323,16453,10305,-18939,29089,-13111,-31815,25001,21971,4128,13550,4222,7010,-3757,-30676,-3330,-30656,-21647,-21571,-41287,14669,-18963,-51567,-3833,-13837,6015,-65493,-11661,-35582,49367,-2992,-16110,49807,5056,-26471,-41595,-32263,-4521,3659,-70,16990,-51574,-149,-480,30840,8073,23572,6357,18931,-5510,-2805,17042,-10703,16078,68850,-12401,25260,-3558,26900,-58153,-21779,22475,-1003,34540,17288,22382,-23644,-13321,28400,-12168,-26776,-3061,31505,-23814,34731,-6612,19299,20396,19059,-7301,37189,-19662,43993,11689,70111,-30168,-4697,38590,29378,-44224,-16117,23872,-11517,21426,2019,10106,10549,14373,-5961,-10305,-9094,27140,-1646,5766,-7870,33089,-36758,-14582,1272,22881,4048,-8174,-1527,29204,2262,3933,4292,-19925,-61,-29478,-67920,-2759,-5509,8950,-10128,-43230,-24005,45007,50981,-34572,-9837,27644,-20980,15720,35472,14636,7629,8915,-32180,29124,5230,-42786,-33167,-608,-48016,4096,-15187,-13234,-49882,12450,2193,-6508,38124,22551,-17320,50933,31096,6892,-43992,-7651,5947,7035,-18848,-27989,-14734,-12084
16,33186,30316,-3131,-27079,15025,10010,-41047,-18061,-33412,22986,18550,11389,12560,-14649,11635,-15094,-25264,38449,22344,4306,-41296,-885,-2214,-40463,25280,-18392,-1855,17321,5093,19026,17837,2076,23112,3406,-7375,-3121,-21979,10080,-7465,2189,-40016,3389,26074,-19593,14663,41172,-2351,36494,19801,40201,-26601,-18929,20544,9541,-2674,-17038,-9736,8236,7857,-12476,-39204,-8883,21123,-5616,-16399,-12680,-21934,3638,6736,-2218,-54532,5629,44784,35994,-20424,-14294,-27119,20627,36287,-36364,21078,1556,-14550,-38284,36445,9053,-11148,-25410,-18918,-16088,24584,-4516,11940,20335,21389,56878,14340,13172,-16376,-10757,16720,8217,-19108,29812,-9379,-33659,25863,22204,4858,13762,3655,9722,-2576,-30806,-6927,-27092,-23032,-19983,-41784,11685,-19156,-52360,-3244,-14749,4514,-67608,-13345,-34656,48596,-2639,-14465,52432,3492,-26227,-40472,-32170,-5629,2996,-1846,15903,-49774,1242,-1135,30542,7816,24248,6993,16680,-3350,-2426,18507,-9457,19283,73623,-13354,21991,-3819,27925,-57666,-21647,20437,-2016,35905,17085,19043,-24300,-14658,29628,-10888,-27548,-3936,34029,-21153,32792,-7028,15532,15298,21046,-5593,32542,-17078,45754,10389,68024,-32047,-7186,37569,30591,-40926,-19084,24997,-11746,23122,1870,13205,13501,13882,-7872,-15251,-8652,24139,609,5989,-6694,30349,-34043,-15255,1026,23937,6052,-9680,-5925,27214,1445,8185,4589,-21047,628,-31566,-65718,-1991,-86,5952,-9585,-39881,-22568,45118,49676,-35109,-9284,22709,-26262,13259,34589,14077,6223,11769,-33812,30992,4400,-43677,-34536,-90,-49791,7522,-14082,-12530,-48389,14117,-1500,-8055,39267,25905,-15280,50394,31404,3188,-48796,-10605,7197,6731,-16116,-23829,-14777,-11654
17,33328,29581,290,-30713,18122,8063,-40001,-16240,-29141,19516,17434,13813,12007,-12194,10374,-15559,-23358,38324,21818,1068,-41894,-413,137,-42390,22200,-16726,-992,17063,3069,15583,17845,1022,25379,1086,-6966,-1270,-21345,11641,-7588,1504,-39140,2057,27294,-19584,14049,42254,-843,34439,18876,43675,-26235,-16908,19217,5989,-1458,-18000,-13808,7182,6933,-12860,-39871,-8445,21336,-6576,-17985,-15691,-18389,6232,11460,70,-54169,7176,44342,34806,-21498,-13684,-25694,15629,33706,-34209,18494,5121,-18446,-38412,37539,12235,-10245,-26254,-15555,-18811,23468,-3247,7182,19131,22023,59452,13044,15782,-14908,-10372,15379,11972,-19253,29641,-11031,-32940,23513,21566,4893,13917,2980,6668,-2003,-33614,-9136,-29767,-25345,-22933,-42659,12667,-17882,-49956,-1793,-13378,5966,-67626,-14007,-31911,45719,-1107,-13850,52648,2039,-22680,-42592,-31812,-7844,521,-375,15824,-51781,-154,-2724,30504,4843,25218,6753,17266,-4743,-3081,16861,-6708,19547,72910,-9084,22314,-5669,26310,-60051,-18276,21849,-3707,38545,14494,17100,-27304,-13067,29432,-11212,-30401,-4369,32335,-21590,35696,-5438,15583,17346,22628,-6292,30710,-17379,42104,8710,68128,-32109,-8033,37922,29874,-42195,-19778,22215,-9579,24140,5020,14924,12555,14838,-7897,-14616,-10082,25354,248,7152,-9639,31105,-35443,-15470,2424,21929,6563,-9400,-3057,27554,4449,7080,4953,-19636,-1256,-29014,-65802,-926,-3080,8355,-7604,-43551,-21676,44643,48817,-34558,-8926,23533,-23460,14741,35834,13696,3628,10340,-34336,30385,3186,-46693,-34052,-1082,-48120,6088,-13364,-10111,-45760,11719,-274,-8930,39489,24162,-16691,48121,31241,5847,-43905,-9462,5353,10021,-18668,-24804,-12849,-15245
18,35543,31478,-4102,-29041,12173,9941,-40328,-15447,-31355,19193,18164,10136,16091,-12937,10022,-15499,-21732,41508,23277,3576,-39889,254,510,-40278,24316,-17780,270,17269,507,14428,11640,-1196,24864,-1294,-8329,-1237,-22366,10973,-5256,-1022,-34050,2231,25931,-17593,15271,43419,-956,34466,20860,42507,-29355,-17008,19337,8126,-4324,-20002,-12658,10034,6464,-12324,-39959,-5708,21807,-3385,-17399,-15161,-18006,5694,9911,-530,-50927,3968,42682,38117,-20845,-14393,-22890,18072,34354,-35438,18328,3927,-15296,-37992,34461,10682,-11308,-25707,-17502,-18537,27692,-5081,10215,19972,23340,55299,14636,15639,-19077,-8912,18064,13160,-21606,30340,-10164,-34001,24880,23076,6131,15101,1771,9692,-3172,-32640,-8097,-26053,-22192,-16429,-45408,11751,-19591,-51421,-3429,-12866,5879,-66038,-15823,-35541,51030,1894,-15578,52724,3354,-27189,-41394,-33317,-7883,1409,-50,19215,-49334,211,-5651,32193,5757,24082,7662,14548,-4187,-3350,18014,-9870,21273,72424,-13496,21806,-7271,30888,-57812,-19519,22663,398,37849,15310,17845,-27229,-14451,33229,-11842,-30140,-1205,32372,-19810,36500,-7518,17677,16311,23643,-3045,32985,-17460,45346,11340,67136,-31336,-6645,39359,32836,-41288,-20659,26816,-10616,24458,3198,15443,11807,9594,-8954,-15372,-8455,27182,-1787,4666,-9482,30701,-33325,-16469,-344,23243,7141,-10319,-7237,27239,1450,4469,5414,-18050,-236,-28456,-70223,-529,-561,5602,-8639,-43138,-24680,44038,48830,-35571,-9678,26550,-23769,12989,34583,16792,5766,10791,-34964,27806,1886,-46273,-33700,-217,-48262,4174,-14909,-11453,-48864,10249,-2911,-7968,37308,19718,-15434,45933,32201,3922,-48816,-12315,2818,7235,-15571,-26119,-13078,-15449
19,35186,31776,-5596,-26886,16050,7501,-37108,-15684,-32849,19196,15306,9525,15421,-11816,10193,-12588,-27753,38730,23636,2717,-44803,-2907,-2845,-38924,27439,-15237,-2911,18169,2179,17581,15279,-423,25933,2878,-9335,-2723,-19988,8772,-7174,1545,-37972,1665,25351,-19833,13530,41267,-2137,35199,19907,40097,-29653,-18313,20139,5390,-4207,-17781,-13399,8796,9245,-10047,-36870,-11158,21411,-3397,-16901,-16654,-16532,5928,7000,1683,-51564,5646,42623,40388,-21573,-14122,-25483,19887,38038,-35742,19124,2319,-18293,-40669,38271,7604,-13730,-24799,-14996,-19833,26927,-6137,13215,22359,22015,56700,11928,14490,-19071,-11469,19067,10705,-21709,29744,-11320,-33552,27053,21003,5376,13740,2373,8869,-3113,-32466,-4810,-29372,-22685,-19393,-41714,10690,-19282,-51176,-2284,-18566,6274,-68765,-12859,-35244,50652,1263,-16804,52621,4181,-29029,-38364,-27167,-8549,2591,514,19151,-50830,-3157,-3082,29066,7723,24450,6261,15179,-6380,-3563,18561,-8348,21527,73827,-13538,23017,-5747,30788,-61116,-16499,22467,-1322,38005,18961,21105,-25516,-19123,32850,-10926,-30634,-2096,33718,-23645,34315,-8407,17259,16041,22272,-6697,32781,-19527,46526,14460,66810,-33197,-5944,37823,32821,-43466,-16006,26203,-11911,22493,2298,14875,9488,14948,-11972,-13344,-8789,26008,-1385,2919,-8798,31729,-32403,-15049,-1442,22432,7346,-7972,-6015,30177,808,6707,5530,-18035,-2083,-31487,-65201,-3595,-1274,9463,-10618,-41338,-20570,46150,50911,-35907,-11363,28019,-23538,13403,35116,17602,7049,8563,-32520,28544,4720,-46413,-32767,-963,-47977,5411,-13677,-12723,-45709,13290,-3974,-9074,38010,21307,-14345,48567,30101,5387,-48578,-12198,7704,7709,-17671,-26139,-13476,-15976
20,35404,30400,-48,-32121,16577,11601,-38372,-18270,-30183,22091,18052,10649,12769,-13924,11622,-17233,-26247,40413,21345,5719,-43609,-1635,-1044,-43208,26362,-19392,-3206,16009,3889,17523,16425,1673,27684,469,-8320,-2864,-20010,10882,-11794,-645,-38304,3991,27039,-19853,15743,41291,-4469,36364,19564,41080,-25910,-18406,17998,10295,-739,-17846,-13122,8133,10265,-8583,-38708,-12063,22996,-8179,-15838,-13188,-20450,6665,6728,-1862,-54306,8306,42733,35519,-18063,-13851,-27464,17152,35866,-32843,19648,1945,-18596,-35753,36077,7919,-10210,-26321,-16205,-15999,23712,-4080,10765,15530,25627,53935,14322,14045,-18071,-10978,16184,10655,-16256,30199,-12096,-35261,27544,23113,921,12891,2895,7543,-1883,-33023,-6690,-29269,-22484,-19476,-43778,13585,-16508,-49612,-4584,-12814,4479,-64208,-11399,-34826,45001,-3253,-15776,51309,2421,-23588,-39483,-30021,-6922,2817,-1448,15120,-50199,2199,-3921,29636,6381,23393,8231,14685,-5961,-5583,16480,-9584,15835,71053,-7650,21878,-4916,24986,-58515,-21714,22761,-2385,36771,15502,17744,-24773,-13160,29502,-9636,-29512,-6082,32414,-23122,35863,-5496,14159,20155,21610,-7958,33943,-17802,45583,9930,67459,-30173,-4064,40308,28097,-44147,-19916,21397,-10378,22270,1350,12194,12919,15860,-9673,-10649,-9411,25586,-282,7127,-7924,29668,-36152,-14996,1092,22026,7123,-8797,-2406,28054,2868,5775,5225,-19004,-35,-32802,-66172,126,-3875,8760,-8347,-44956,-22716,45539,51079,-36307,-10030,23900,-24731,15105,35485,15061,5073,12241,-33994,32262,2540,-45896,-34962,-1608,-45689,4410,-14213,-12775,-49640,12789,1499,-4878,38723,22940,-15148,50913,31786,2512,-46175,-11975,7662,9581,-16400,-23428,-13073,-15269
21,33485,32150,-3482,-32596,14877,8945,-39418,-15410,-32230,23451,15420,9457,14869,-15899,10523,-15062,-24523,39337,22545,5163,-40765,-2326,2636,-41346,25528,-18011,-2488,15812,2880,16368,15555,2403,25895,38,-6089,-3710,-21055,8878,-8144,-27,-35478,5060,26149,-19986,15553,40849,-431,35533,21999,40331,-28138,-18360,21441,8461,-1054,-20724,-14716,8307,9113,-13018,-39416,-9355,19398,-4472,-15234,-17135,-19715,3844,8283,-2411,-52383,6909,43515,39327,-21305,-14182,-24462,17917,36004,-36624,18638,3080,-17790,-34740,35887,6095,-11413,-26424,-16023,-18060,27410,-4958,14721,17094,23999,54735,13859,16017,-18517,-10766,20137,10781,-19855,27137,-12592,-33305,22645,21746,5687,15541,3347,11062,-412,-34136,-5872,-26881,-21667,-19416,-41445,14699,-18990,-48958,-2282,-18110,4992,-67098,-13272,-33612,47271,514,-17626,51453,3282,-28362,-37644,-30473,-9862,2634,-1184,17262,-52775,1650,-5527,28390,11108,23100,5191,13901,-7241,-5231,15199,-8792,17284,72858,-9859,23116,-8129,30023,-59442,-16046,20060,-822,37688,13489,16039,-27778,-12344,34060,-12919,-27491,-3099,28761,-22080,35404,-8987,15568,17801,25235,-5096,33543,-17199,44497,12360,66507,-30525,-4288,36876,32748,-43669,-18144,21740,-11326,27027,1877,13150,13897,18032,-10825,-11958,-7072,25755,-3482,4224,-7671,31604,-34198,-17379,-1815,22589,4787,-9564,-5929,28560,2163,5414,6379,-16959,-1747,-32652,-67404,-3077,-779,8998,-7990,-44318,-19040,42672,46707,-33895,-9748,27389,-24905,13764,33720,18768,5856,11906,-30596,31239,3499,-44619,-32669,-314,-45303,5527,-12971,-10021,-48334,12112,-63,-8577,39743,18517,-14681,48811,30069,2203,-45501,-14613,7611,8806,-17353,-26535,-11820,-16153
22,33617,33464,-3126,-30885,16548,8779,-39615,-17909,-30062,21819,15827,12182,15305,-13750,11536,-16201,-24251,39315,21319,2092,-41500,-1803,537,-40752,28110,-17894,-1092,16484,3034,14814,16849,4998,22732,-81,-7408,-1753,-21109,8996,-8383,673,-39801,3331,25168,-20006,15881,41563,-341,34947,18657,40363,-24846,-19870,20564,9877,-1834,-21427,-16296,7838,6613,-11132,-38298,-5743,20134,-6878,-16174,-14946,-18402,4946,8475,-1744,-53386,8292,45001,34170,-23370,-13102,-27496,16477,33993,-34524,21999,3772,-17587,-37636,35530,9389,-9020,-26218,-20256,-19088,26055,-4152,11616,17763,24019,58108,14063,13038,-18237,-10211,16584,14023,-16845,30559,-10297,-34898,23833,22486,5994,13550,4495,11371,-2256,-28406,-8026,-26804,-21959,-18399,-40302,12182,-17026,-50459,150,-13492,5048,-68415,-12734,-33864,45233,-312,-14277,51215,2701,-27116,-42560,-33189,-8630,4513,-987,17372,-51090,1116,-72,28348,6673,23426,6753,17092,-5892,-4542,17111,-10606,16784,72927,-11434,23413,-7892,24372,-56653,-22369,22768,-3038,35572,14635,18870,-25446,-12426,31958,-13096,-29105,-4305,30605,-19982,34536,-10366,17933,17965,23713,-6185,33619,-20860,43794,7693,70501,-32111,-3781,38856,32469,-42225,-19510,23551,-13077,25434,4334,12457,14324,12259,-6807,-15024,-7631,25546,-1326,6620,-4021,32965,-33594,-15138,-1093,26016,4827,-12133,-1847,30007,3649,5012,7563,-16993,539,-29304,-67973,-5956,-686,6607,-9414,-42230,-20555,43983,48980,-31746,-9720,28669,-25415,15162,37197,15201,3564,11942,-32590,33410,3662,-46347,-35205,-681,-46786,4864,-14111,-10763,-49404,13388,-2337,-7206,40127,23545,-16381,49814,30836,2284,-44659,-11628,5667,6203,-17772,-24832,-10883,-17522
23,33491,32907,-1575,-32511,13765,8003,-34473,-17311,-30501,20910,15956,12195,16091,-12284,11757,-13971,-21326,42709,22938,4054,-40014,-2619,-1332,-37459,25141,-18670,-624,18746,474,17572,13377,-1472,27370,-3516,-6713,196,-23147,9761,-8736,-1540,-33416,3308,25559,-16364,15564,44363,-934,36645,18679,39155,-28055,-13893,19019,9776,-3616,-22381,-13196,10675,4473,-11640,-41228,-9116,19480,-3699,-18089,-17011,-16580,7707,6070,1028,-53179,6105,43961,40382,-20979,-16983,-25740,15541,34450,-30541,17698,3628,-17001,-36317,34772,10642,-11262,-23101,-14955,-19028,25160,-2868,10423,19987,22429,55971,14360,15304,-21372,-7622,17569,13551,-21100,28800,-13057,-32470,23047,20093,5667,12632,1823,9910,-4092,-35964,-7874,-31078,-20144,-16651,-44099,15040,-19528,-48635,-2501,-17913,6988,-64737,-15360,-34188,47952,-2059,-14200,53462,2463,-26407,-40643,-31475,-8062,5395,-494,21526,-48644,-489,-4284,27014,8855,23036,7662,14764,-6997,-5888,16662,-6257,18620,72305,-9886,24466,-8551,29578,-55639,-17601,21970,-1364,38430,13638,18604,-26088,-15116,32275,-12949,-30646,-4297,29829,-22005,37094,-6523,18289,18222,21158,-8676,34695,-16349,43695,12496,69452,-31130,-3698,40559,29750,-45504,-17826,25555,-10684,24485,3705,12625,13129,14374,-9696,-14078,-6467,26418,1275,3393,-10692,30077,-32005,-15229,121,18980,6004,-10973,-3651,30729,2710,6233,6577,-18186,-1957,-26489,-67894,-1601,-2594,9555,-7237,-43901,-20806,43266,49617,-35054,-11104,28309,-23880,16176,35777,15608,5650,11347,-29181,28546,2534,-45809,-33707,-5795,-47429,4921,-13327,-9513,-48332,9860,-3996,-5153,38635,20755,-17019,46792,30499,5644,-48244,-13912,5317,10768,-15097,-24564,-10817,-13980
